self_bib_id	self_isbn	self_ndl	bencom_bib_id	bencom_collision	self_title
alo:book:isbn:9784897618463	9784897618463	031256010	NOBN_20210209_退職勧奨と雇用調整の超実務_01	1	退職勧奨と雇用調整の超実務
alo:book:isbn:9784897618562	9784897618562	031383599	NOBN_20210420_LGBTと労務_01	1	LGBTと労務
alo:book:isbn:9784897618807	9784897618807	031995009	NOBN_20220225_これからの高年齢者雇用・対応の実務_01	1	これからの高年齢者雇用・対応の実務
alo:book:isbn:9784897619057	9784897619057	032502572	NOBN_20180702_実務に即した労災認定の考え方と申請のポイント_01	1	実務に即した労災認定の考え方と申請のポイント
alo:book:isbn:9784897619415	9784897619415	033042714	NOBN_20230925_離職防止に向けた働き方改革の実践ガイド_01	1	離職防止に向けた働き方改革の実践ガイド
alo:book:isbn:9784897619651	9784897619651	033338746	NOBN_20240226_ジェンダーフリーの生き方・働き方ガイドブック_01	1	ジェンダーフリーの生き方・働き方ガイドブック
alo:book:isbn:9784903867205	9784903867205	032211213	NOBN_20211224_新_労働相談実践マニュアル_01	1	新労働相談実践マニュアル
alo:book:isbn:9784906929443	9784906929443	026975791	NOBN_20151201_裁判と法律あらかると_01	1	裁判と法律あらかると
alo:book:isbn:9784906929757	9784906929757	029269368	NOBN_20180901_逮捕勾留プラクティス_01	1	逮捕勾留プラクティス
alo:book:isbn:9784906929764	9784906929764	029262118	NOBN_20180901_民事保全の理論と実務_01	1	民事保全の理論と実務
alo:book:isbn:9784906929856	9784906929856	030713389	NOBN_20201001_捜索差押等プラクティス_01	1	捜索差押等プラクティス
alo:book:isbn:9784906929863	9784906929863	031368437	NOBN_20210301_民事保全・証拠保全等プラクティス_01	1	民事保全・証拠保全等プラクティス
alo:book:isbn:9784906929870	9784906929870	031256187	NOBN_20210101_少額訴訟の理論と実務_01	1	少額訴訟の理論と実務
alo:book:isbn:9784908069567	9784908069567	027219757	NOBN_20171216_若手弁護士のための初動対応の実務_01	1	若手弁護士のための初動対応の実務
alo:book:isbn:9784909712028	9784909712028	030007201	NOBN_20180730_詳説_臨床研究法_01	1	詳説臨床研究法
alo:book:isbn:9784909712035	9784909712035	029403582	NOBN_20181029_詳説_個人情報保護法_01	1	詳説個人情報保護法
alo:book:manual:title_2631	9784827114195	034270394	NOBN_20250908_初学者のための_欧州特許手続入門_01	1	初学者のための欧州特許手続入門
alo:book:manual:title_2707	9784803743548	034078687	NOBN_20250520_判例講座刑法総論_01	1	判例講座刑法総論
alo:book:manual:title_2924	9784863263802	033681276	NOBN_20240924_医療過誤弁護士_銀子_01	1	医療過誤弁護士銀子
alo:book:manual:title_3008	9784788293632	033534681	NOBN_20240614_QA_未分割遺産の税務_01	1	Q&A未分割遺産の税務
alo:book:manual:title_3051	9784863263758	033410407	NOBN_20240423_人事評価制度のつくり方がよくわかる本_01	1	人事評価制度のつくり方がよくわかる本
alo:book:manual:title_3201	9784788292734	033215152	NOBN_20231214_ケースでわかる_離婚後のトラブル対応の実務_01	1	ケースでわかる離婚後のトラブル対応の実務
alo:book:manual:title_3207	9784863263673	033187504	NOBN_20231207_裁判例・労働委員会命令にみる_不当労働行為性の判断基準_01	1	裁判例・労働委員会命令にみる不当労働行為性の判断基準
alo:book:manual:title_3244	9784788292574	033121579	NOBN_20231102_ケースでみる_境界確認の困難要因と実務対応_01	1	ケースでみる境界確認の困難要因と実務対応
alo:book:manual:title_3256	9784788292499	033113949	NOBN_20231024_税理士が知っておきたい_遺言書でできる相続対策_01	1	税理士が知っておきたい遺言書でできる相続対策
alo:book:manual:title_3309	9784788292369	033020554	NOBN_20230907_ケース別_特別受益、寄与分・特別寄与料、遺留分_認定のポイントと算定方法_01	1	ケース別特別受益、寄与分・特別寄与料、遺留分認定のポイントと算定方法
alo:book:manual:title_3366	9784863263635	032895940	NOBN_20230706_多様な働き方に対応した労使協定のつくり方_01	1	多様な働き方に対応した労使協定のつくり方
alo:book:manual:title_3387	9784788292154	032876175	NOBN_20230621_こどもの福祉・医療・権利擁護_相談支援ハンドブック_01	1	こどもの福祉・医療・権利擁護相談支援ハンドブック
alo:book:manual:title_3511	9784803707274	032689293	NOBN_20230315_風俗事犯捜査ハンドブック_01	1	風俗事犯捜査ハンドブック
alo:book:manual:title_3517	9784788291362	032683095	NOBN_20230313_事例にみる_新類型・非典型交通事故の過失相殺_01	1	事例にみる新類型・非典型交通事故の過失相殺
alo:book:manual:title_3526	9784788291386	032670877	NOBN_20230303_論点別インデックスで引く_養育費・婚姻費用判断の考慮要素_01	1	論点別インデックスで引く養育費・婚姻費用判断の考慮要素
alo:book:manual:title_3575	9784788291287	032640620	NOBN_20230201_DV・児童虐待事件処理マニュアル_01	1	DV・児童虐待事件処理マニュアル
alo:book:manual:title_3588	9784863263406	032564014	NOBN_20230121_労働判例から経営を学ぶ15講_01	1	労働判例から経営を学ぶ15講
alo:book:manual:title_3672	9784803707250	032468514	NOBN_20221110_注釈風俗営業法_01	1	注釈風俗営業法
alo:book:manual:title_3694	9784863263345	032425362	NOBN_20221026_協同労働入門_01	1	協同労働入門
alo:book:manual:title_3721	9784788290914	032471032	NOBN_20221001_税理士が知っておきたい_相続発生後でもできる相続税対策_01	1	税理士が知っておきたい相続発生後でもできる相続税対策
alo:book:manual:title_3723	9784788290822	032393274	NOBN_20221001_相続不動産評価の原則と例外_01	1	相続不動産評価の原則と例外
alo:book:manual:title_3785	9784863263284	032257149	NOBN_20220808_選択型人事制度の設計と社内規程_01	1	選択型人事制度の設計と社内規程
alo:book:manual:title_3831	9784863263260	032188547	NOBN_20220623_ゼロから学ぶ労働法_01	1	ゼロから学ぶ労働法
alo:book:manual:title_3860	9784883841219	000009259592	NOBN_20220520_刑法総論_01	1	刑法総論
alo:book:manual:title_3944	9784641233461	033995520	NOBN_20231104_民法_01	1	民法
alo:book:manual:title_4029	9784788289673	031878856	NOBN_20220101_医療機関の事業承継相談対応マニュアル_01	1	医療機関の事業承継相談対応マニュアル
alo:book:manual:title_4063	9784788289581	031837457	NOBN_20211202_自動運転・運転支援と交通事故賠償責任_01	1	自動運転・運転支援と交通事故賠償責任
alo:book:manual:title_4073	9784004302124	000002167992	NOBN_20211129_子どもと学校_01	1	子どもと学校
alo:book:manual:title_4231	9784863263130	031470044	NOBN_20210622_リスクの見える化と逆算思考による_最適なパワハラ対応_01	1	リスクの見える化と逆算思考による最適なパワハラ対応
alo:book:manual:title_4471	9784532113506	027082153	NOBN_20201201_倒産法入門_01	1	倒産法入門
alo:book:manual:title_4557	9784535514751	000007681137	NOBN_20220331_初歩からはじめる物権法_01	1	初歩からはじめる物権法
alo:book:manual:title_4913	9784803724929	029840272	NOBN_20190810_刑事手続法の論点_01	1	刑事手続法の論点
alo:book:manual:title_5060	9784803724912	029454300	NOBN_20190215_取調べハンドブック_01	1	取調べハンドブック
alo:book:manual:title_5387	9784803729016	028544562	NOBN_20171001_労働事件事実認定重要判決50選_01	1	労働事件事実認定重要判決50選
alo:book:manual:title_5468	9784803742787	028146996	NOBN_20170520_不当要求等対処ハンドブック_01	1	不当要求等対処ハンドブック
alo:book:manual:title_5531	9784535521742	027924207	NOBN_20170220_2016年改正刑事訴訟法・通信傍受法条文解析_01	1	2016年改正刑事訴訟法・通信傍受法条文解析
alo:book:manual:title_5562	9784803724851	027789095	NOBN_20170101_新時代における刑事実務_01	1	新時代における刑事実務
alo:book:manual:title_5701	9784803742732	027045540	NOBN_20160201_実践_財務捜査_01	1	実践財務捜査
alo:book:manual:title_5818	9784803728026	026192000	NOBN_20150310_民事事実認定重要判決50選_01	1	民事事実認定重要判決50選
alo:book:manual:title_5940	9784803728019	023778626	NOBN_20120715_家事事件重要判決50選_01	1	家事事件重要判決50選
alo:book:manual:title_5951	9784803701401	023383699	NOBN_20120220_警察官のための剣道_01	1	警察官のための剣道
alo:book:manual:title_5958	9784803742602	000011266893	NOBN_20110905_捜査・公判のための実務用語・略語・隠語辞典_01	1	捜査・公判のための実務用語・略語・隠語辞典
alo:book:manual:title_5972	9784803722260	000011174726	NOBN_20110420_実務のための警察行政法_01	1	実務のための警察行政法
alo:book:manual:title_5973	9784803724660	000011164294	NOBN_20110215_QA_実例_取調べの実際_01	1	Q&A実例取調べの実際
alo:book:manual:title_5975	9784803743166	000011062245	NOBN_20101115_実務のための財産犯講座_01	1	実務のための財産犯講座
alo:book:manual:title_5979	9784803708233	000010997371	NOBN_20101001_少年事件重要判決50選_01	1	少年事件重要判決50選
alo:book:manual:title_6035	9784535596078	028950782	NOBN_19560715_新憲法逐条解説_01	1	新憲法逐条解説
alo:book:manual:title_6307	9784641243422	030798599	NOBN_20100917_知的財産法入門_01	1	知的財産法入門
