bib_id	isbn13	ndl_bib_id_present	pub_year	edition	publisher	title
alo:book:isbn:9784817843692	9784817843692	027963669	2017		日本加除出版	生活保護ハンドブック : 「生活保護手帳」を読みとくために
alo:book:isbn:9784817844507	9784817844507	028901840	2018		日本加除出版	相続財産管理人、不在者財産管理人に関する実務 : 財産管理、相続人の探索、選任の申立て、相続放棄の対応、権限外行為許可、相続財産の清算、登記、不在者への対応、失踪宣告
alo:book:isbn:9784641233379	9784641233379		2024		有斐閣	研究会民事訴訟のIT化の理論と実務
alo:book:isbn:9784641138773	9784641138773	032049023	2022		有斐閣	破産法・民事再生法
alo:book:isbn:9784385321677	9784385321677	032725969	2023		三省堂	私道の法律問題
alo:book:isbn:9784502386213	9784502386213	031555081	2021		中央経済社	秘密保持契約・予備的合意書・覚書の法務と書式
alo:book:isbn:9784817847577	9784817847577	031728544	2021		日本加除出版	Q&A競業避止、営業秘密侵害等の不正競争に関する実務
alo:book:isbn:9784480438539	9784480438539	032518110	2022		筑摩書房	箱の中のあなた : 山川方夫ショートショート集成
alo:book:isbn:9784417017554	9784417017554	029285769	2018		青林書院	簡裁交通損害賠償訴訟実務マニュアル
alo:book:isbn:9784817843944	9784817843944	028186368	2017		日本加除出版	経営権争奪紛争の法律と実務Q&A
alo:book:isbn:9784785725983	9784785725983	028826961	2018		商事法務	経営者保証ガイドラインの実務と課題
alo:book:isbn:9784788290624	9784788290624	032235427	2022		新日本法規出版	Q&A解雇トラブル後の実務ポイント : 合意退職・復職の手続と対応の留意点
alo:book:isbn:9784788284692	9784788284692	029328639	2018		新日本法規出版	訴訟類型別訴状審査をめぐる実務
alo:book:isbn:9784785723392	9784785723392	026746364	2015		商事法務	訴訟の技能 : 会社訴訟・知財訴訟の現場から
alo:book:isbn:9784130311922	9784130311922	029954392	2019	第4版	東京大学出版会	詳解労働法
alo:book:isbn:9784502449413	9784502449413	032805481	2023		中央経済社	詳解合同会社の法務と税務
alo:book:isbn:9784785721046	9784785721046	024700409	2013		商事法務	詳説倒産と労働
alo:book:isbn:9784788291843	9784788291843	032739027	2023		新日本法規出版	認知症高齢者をめぐる法律実務 : 法的リスクと相続問題
alo:book:isbn:9784313511828	9784313511828	030642453	2020		学陽書房	説得力が劇的に上がる法務の文書・資料作成術!
alo:book:isbn:9784480685261	9784480685261	034117350	2025		筑摩書房	読み手に届く文章技術
alo:book:isbn:9784480421951	9784480421951	000008155450	2006		筑摩書房	質問力 : 話し上手はここがちがう
alo:book:isbn:9784417018674	9784417018674	033184814	2023		青林書院	企業における裁判に負けないための契約条項の実務
alo:book:isbn:9784811906706	9784811906706	033311458	2024	第1版	筑波書房	農業法人のM&A : 事業継承と経営成長の手法として
alo:book:isbn:9784865564372	9784865564372	031370413	2021		民事法研究会	農業法務のすべて
alo:book:isbn:9784788290556	9784788290556	032235418	2022		新日本法規出版	近隣トラブル解決のポイントと和解条項
alo:book:isbn:9784417018377	9784417018377	032167985	2022		青林書院	退職勧奨・希望退職募集・PIPの話法と書式
alo:book:isbn:9784788290655	9784788290655	032305377	2022		新日本法規出版	過大要求・悪質クレームへの企業対応の実務 : 取引先・消費者・株主の問題行動
alo:book:isbn:9784788287426	9784788287426	030324451	2020		新日本法規出版	遺言執行実務マニュアル
alo:book:isbn:9784788292352	9784788292352	032989554	2023		新日本法規出版	遺言無効紛争事件実務マニュアル
alo:book:isbn:9784539728130	9784539728130	031288941	2021		日本法令	遺言等公正証書作成の知識と文例 : 知っておきたい公証実務・遺言・後見・尊厳死宣言・家族信託・改正相続法
alo:book:isbn:9784326403271	9784326403271	028298201	2017		勁草書房	金融から学ぶ会社法入門
alo:book:isbn:9784641135635	9784641135635	000010876528	2010		有斐閣	金融と法 : 企業ファイナンス入門
alo:book:isbn:9784788287846	9784788287846	030645440	2020		新日本法規出版	隣地をめぐるトラブル予防・解決文例集 : 筆界・所有権界、道路・通路、近隣紛争
alo:book:isbn:9784865565126	9784865565126	032460740	2022		民事法研究会	雇用契約変更の実務必携Q&A : 雇用を維持する合理化策と新しい働き方
alo:book:isbn:9784788282933	9784788282933	028175537	2017		新日本法規出版	雇用形態・就業形態別で示す就業規則整備のポイントと対応策
alo:book:isbn:9784417018605	9784417018605	032957717	2023		青林書院	離婚調停・離婚訴訟
alo:book:isbn:9784788290464	9784788290464	032168076	2022	2022年06月	新日本法規出版	顧問先等の経営危機対応マニュアル : 現状確認・資金確保・経費見直し・再建と清算
alo:book:isbn:9784313314115	9784313314115	028069678	2017		学陽書房	駐車場事故の法律実務 : 過失相殺・駐車場管理者の責任
alo:book:isbn:9784326404353	9784326404353	033331092	2024		勁草書房	AIと著作権
alo:book:isbn:9784335358333	9784335358333	030494965	2020		弘文堂	AI時代の法学入門 : 学際的アプローチ
alo:book:isbn:9784539728765	9784539728765	031908986	2022		日本法令	IPOの労務監査標準手順書
alo:book:isbn:9784502212413	9784502212413	028010657	2017	[N/A]	中央経済社	インターネット訴訟
alo:book:isbn:9784539730621	9784539730621	033667202	2024		日本法令	クリニックの各種変更手続ハンドブック : 届出・許認可、保険医療機関指定申請、税務、労務、社会保険等
alo:book:isbn:9784535002050	9784535002050	025748745	2014	2014年08月	日本評論社	コンメンタール民事訴訟法
alo:book:isbn:9784535002074	9784535002074	027227806	2016	2016年04月	日本評論社	コンメンタール民事訴訟法
alo:book:isbn:9784502230813	9784502230813	028303309	2017	2017年07月	中央経済社	システム開発訴訟
alo:book:isbn:9784788287471	9784788287471	030348323	2020		新日本法規出版	シミュレーションでみる遺産分割方法のメリット・デメリット
alo:book:isbn:9784502314117	9784502314117	029976529	2019	2019年10月	中央経済社	テクノロジー法務
alo:book:isbn:9784417016007	9784417016007	024683740	2013		青林書院	フランチャイズ契約の法律相談
alo:book:isbn:9784502208416	9784502208416	027959803	2017		中央経済社	プライベート・エクイティ・ファンドの法務
alo:book:isbn:9784641221413	9784641221413	030306911	2020	第5版	有斐閣	ベーシック経済法 : 独占禁止法入門
alo:book:isbn:9784641126114	9784641126114	030119656	2019		有斐閣	リーガル・リサーチ&リポート
alo:book:isbn:9784641233577	9784641233577	034288229	2025	初版第1刷	有斐閣	上場会社法概説
alo:book:isbn:9784326404322	9784326404322	033174954	2023	第1刷	勁草書房	不動産の法務
alo:book:isbn:9784641136335	9784641136335	024318127	2013		有斐閣	不動産登記重要先例集
alo:book:isbn:9784641136441	9784641136441	024262294	2013	第3版	有斐閣	事例演習民事訴訟法
alo:book:isbn:9784896284430	9784896284430	000009335259	2008		民事法研究会	事実認定の考え方と実務
alo:book:isbn:9784817844033	9784817844033	028303259	2017		日本加除出版	人事訴訟の要件事実と手続 : 訴訟類型別にみる当事者適格から請求原因・抗弁まで
alo:book:isbn:9784641135802	9784641135802	023246459	2011		有斐閣	会社法実務解説
alo:book:isbn:9784502231919	9784502231919	028193914	2017	2017年06月	中央経済社	会社法訴訟 : 株主代表訴訟・株式価格決定
alo:book:isbn:9784417018155	9784417018155	031419312	2021		青林書院	使用者のための解雇・雇止め・懲戒相談事例集
alo:book:isbn:9784641138872	9784641138872	032219150	2022	第2版	有斐閣	信託法
alo:book:isbn:9784539730256	9784539730256	033311293	2024	第3版	日本法令	元厚生労働事務官が解説する労災保険実務講座
alo:book:isbn:9784865562828	9784865562828	029702400	2019	第1刷	民事法研究会	判例消費者契約法の解説 : 契約類型別の論点・争点の検証と実務指針
alo:book:isbn:9784502209116	9784502209116	027872691	2017		中央経済社	労働訴訟 : 解雇・残業代請求
alo:book:isbn:9784788293649	9784788293649	033555703	2024		新日本法規出版	取引先の信用不安、休廃業・破産、民事再生、私的整理における対応のポイント
alo:book:isbn:9784817847188	9784817847188	031363065	2021	第2刷	日本加除出版	Q&A労働者視点でめざす同一労働同一賃金 : 最高裁判決を踏まえた交渉・手続のポイント
alo:book:isbn:9784502434013	9784502434013	032268925	2022	[N/A]	中央経済社	契約解消の法律実務
alo:book:isbn:9784788287938	9784788287938	030701541	2020		新日本法規出版	実務家が陥りやすい離婚事件の落とし穴
alo:book:isbn:9784502349416	9784502349416	030587048	2020		中央経済社	実務家のための医療法人法 : 逐条解説 : 医療法第6章
alo:book:isbn:9784817844057	9784817844057	028320086	2017		日本加除出版	借地借家契約における正当事由・立退料 : 実務裁判例
alo:book:isbn:9784865562019	9784865562019	028730283	2018		民事法研究会	寺院法務の実務と書式 : 基礎知識から運営・管理・税務まで
alo:book:isbn:9784417018698	9784417018698	033242584	2024	第1刷	青林書院	就業規則の法律相談
alo:book:isbn:9784324113097	9784324113097	033083119	2023		ぎょうせい	弁護士の交渉学 : 事例にみる実践的交渉スキル
alo:book:isbn:9784788277595	9784788277595	024458132	2013		新日本法規出版	Q&A成年被後見人死亡後の実務と書式
alo:book:isbn:9784641137769	9784641137769	028177613	2017	第4版	有斐閣	担保物権法
alo:book:isbn:9784817842169	9784817842169	026241968	2015		日本加除出版	Q&A投資取引被害救済の実務 : 仕組債/投資信託/為替デリバティブ/日経225オプション/FX/未公開株・社債等劇場型商法/ファンド商法/国内・海外先物/ロコ・ロンドン貴金属/CO2排出権証拠金 : 書式付き
alo:book:isbn:9784797233520	9784797233520	031753918	2021		信山社	救急医療の法的基層
alo:book:isbn:9784641131989	9784641131989	028281362	2017		有斐閣	新実務家のための税務相談
alo:book:isbn:9784417018865	9784417018865	033965003	2025		青林書院	最新不正競争防止法概説
alo:book:isbn:9784641136236	9784641136236	023551941	2012		有斐閣	民事裁判入門
alo:book:isbn:9784417013853	9784417013853	000008465493	2007		青林書院	物権・不当利得・不法行為
alo:book:isbn:9784535522220	9784535522220	028496224	2017	2017年09月	日本評論社	民事訴訟判例読み方の基本
alo:book:isbn:9784326403646	9784326403646	029580096	2019		勁草書房	民事証拠収集 : 相談から執行まで
alo:book:isbn:9784384049688	9784384049688	034207010	2025		三修社	すぐに役立つ図解とQ&Aでわかる民泊〈住宅宿泊事業法・旅館業法〉の法律問題
alo:book:isbn:9784641000315	9784641000315	033885624	2025	第6版	有斐閣	法律学小辞典
alo:book:isbn:9784641233638	9784641233638	034425188	2025	第1刷	有斐閣	法律実務家のためのアセットマネジメントの基礎知識
alo:book:isbn:9784641233614	9784641233614	034425187	2025	第1刷	有斐閣	法律実務家のための支払決済の基礎知識
alo:book:isbn:9784641233515	9784641233515	034131486	2025		有斐閣	法律実務家のための私的再生の基礎知識
