object,op,key,field,before,after,reason,before_row,after_row
journal,NORMALIZE,不法行為法(法学セミナー増刊)』所収p,journal_canonical,不法行為法(法学セミナー増刊)』所収p,不法行為法(法学セミナー増刊),掲載位置サフィックス除去。単著書名等の被引用venueとして名補完(統合せず),不法行為法(法学セミナー増刊)』所収p | 64 | isbn_per_issue |  | seed_isbn_per_issue | seed:article_meta_confirmed | 日本評論社「法学セミナー増刊」として発行された単独書籍(1985年)。ISSN無し。,不法行為法(法学セミナー増刊) | 64 | isbn_per_issue |  | seed_isbn_per_issue | seed:article_meta_confirmed | 日本評論社「法学セミナー増刊」として発行された単独書籍(1985年)。ISSN無し。
journal,NORMALIZE,現代民事法学の理論(下)――西原道雄先生古稀記念』所収p,journal_canonical,現代民事法学の理論(下)――西原道雄先生古稀記念』所収p,現代民事法学の理論(下)――西原道雄先生古稀記念,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),現代民事法学の理論(下)――西原道雄先生古稀記念』所収p | 20 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,現代民事法学の理論(下)――西原道雄先生古稀記念 | 20 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,民法学の軌跡と展望――國井和郎先生還暦記念論文集』所収p,journal_canonical,民法学の軌跡と展望――國井和郎先生還暦記念論文集』所収p,民法学の軌跡と展望――國井和郎先生還暦記念論文集,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),民法学の軌跡と展望――國井和郎先生還暦記念論文集』所収p | 20 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,民法学の軌跡と展望――國井和郎先生還暦記念論文集 | 20 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,公法学の法と政策(上)――金子宏先生古稀祝賀』所収p,journal_canonical,公法学の法と政策(上)――金子宏先生古稀祝賀』所収p,公法学の法と政策(上)――金子宏先生古稀祝賀,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),公法学の法と政策(上)――金子宏先生古稀祝賀』所収p | 20 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,公法学の法と政策(上)――金子宏先生古稀祝賀 | 20 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,財産法学の新展開――幾代通先生献呈論集』所収p,journal_canonical,財産法学の新展開――幾代通先生献呈論集』所収p,財産法学の新展開――幾代通先生献呈論集,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),財産法学の新展開――幾代通先生献呈論集』所収p | 20 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,財産法学の新展開――幾代通先生献呈論集 | 20 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,戦後法学と憲法――歴史・現状・展望 長谷川正安先生追悼論集』所収p,journal_canonical,戦後法学と憲法――歴史・現状・展望 長谷川正安先生追悼論集』所収p,戦後法学と憲法――歴史・現状・展望 長谷川正安先生追悼論集,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),戦後法学と憲法――歴史・現状・展望 長谷川正安先生追悼論集』所収p | 19 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,戦後法学と憲法――歴史・現状・展望 長谷川正安先生追悼論集 | 19 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,民法学における古典と革新――藤岡康宏先生古稀記念論文集』所収p,journal_canonical,民法学における古典と革新――藤岡康宏先生古稀記念論文集』所収p,民法学における古典と革新――藤岡康宏先生古稀記念論文集,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),民法学における古典と革新――藤岡康宏先生古稀記念論文集』所収p | 19 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,民法学における古典と革新――藤岡康宏先生古稀記念論文集 | 19 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,現代民事法学の構想――内山尚三先生追悼』所収p,journal_canonical,現代民事法学の構想――内山尚三先生追悼』所収p,現代民事法学の構想――内山尚三先生追悼,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),現代民事法学の構想――内山尚三先生追悼』所収p | 19 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,現代民事法学の構想――内山尚三先生追悼 | 19 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,現代社会と民法学の動向(上)――不法行為 加藤一郎先生古稀記念』所収p,journal_canonical,現代社会と民法学の動向(上)――不法行為 加藤一郎先生古稀記念』所収p,現代社会と民法学の動向(上)――不法行為 加藤一郎先生古稀記念,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),現代社会と民法学の動向(上)――不法行為 加藤一郎先生古稀記念』所収p | 19 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,現代社会と民法学の動向(上)――不法行為 加藤一郎先生古稀記念 | 19 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,現代法律実務の諸問題<令和元年度研修版>(日弁連研修叢書)』所収p,journal_canonical,現代法律実務の諸問題<令和元年度研修版>(日弁連研修叢書)』所収p,現代法律実務の諸問題<令和元年度研修版>(日弁連研修叢書),掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),現代法律実務の諸問題<令和元年度研修版>(日弁連研修叢書)』所収p | 19 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,現代法律実務の諸問題<令和元年度研修版>(日弁連研修叢書) | 19 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,日本民法学の形成と課題(下)――星野英一先生古稀祝賀』所収p,journal_canonical,日本民法学の形成と課題(下)――星野英一先生古稀祝賀』所収p,日本民法学の形成と課題(下)――星野英一先生古稀祝賀,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),日本民法学の形成と課題(下)――星野英一先生古稀祝賀』所収p | 18 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,日本民法学の形成と課題(下)――星野英一先生古稀祝賀 | 18 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,民事法学の新展開――鈴木祿彌先生古稀記念』所収p,journal_canonical,民事法学の新展開――鈴木祿彌先生古稀記念』所収p,民事法学の新展開――鈴木祿彌先生古稀記念,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),民事法学の新展開――鈴木祿彌先生古稀記念』所収p | 18 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,民事法学の新展開――鈴木祿彌先生古稀記念 | 18 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,現代法律実務の諸問題(上)<平成元年版>(日弁連研修叢書)』所収p,journal_canonical,現代法律実務の諸問題(上)<平成元年版>(日弁連研修叢書)』所収p,現代法律実務の諸問題(上)<平成元年版>(日弁連研修叢書),掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),現代法律実務の諸問題(上)<平成元年版>(日弁連研修叢書)』所収p | 18 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,現代法律実務の諸問題(上)<平成元年版>(日弁連研修叢書) | 18 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,民事法学の基礎的課題――植木哲先生古稀記念論文集』所収p,journal_canonical,民事法学の基礎的課題――植木哲先生古稀記念論文集』所収p,民事法学の基礎的課題――植木哲先生古稀記念論文集,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),民事法学の基礎的課題――植木哲先生古稀記念論文集』所収p | 16 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,民事法学の基礎的課題――植木哲先生古稀記念論文集 | 16 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,改憲を問う――民主主義法学からの視座(法律時報増刊)』所収p,journal_canonical,改憲を問う――民主主義法学からの視座(法律時報増刊)』所収p,改憲を問う――民主主義法学からの視座(法律時報増刊),掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),改憲を問う――民主主義法学からの視座(法律時報増刊)』所収p | 16 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,改憲を問う――民主主義法学からの視座(法律時報増刊) | 16 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,現代社会と民法学の動向(下)――民法一般 加藤一郎先生古稀記念』所収p,journal_canonical,現代社会と民法学の動向(下)――民法一般 加藤一郎先生古稀記念』所収p,現代社会と民法学の動向(下)――民法一般 加藤一郎先生古稀記念,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),現代社会と民法学の動向(下)――民法一般 加藤一郎先生古稀記念』所収p | 16 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,現代社会と民法学の動向(下)――民法一般 加藤一郎先生古稀記念 | 16 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
