edge_candidate_tier,edge_status,edge_role,priority,nickname,formal_event_name,formal_name_freq_in_db,hanrei_id,事件番号,date,court,n_articles,via,owner_decision,machine_verdict,conflict,machine_verdict,conflict
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,日本通運事件,,0,28020346,平成７年（ワ）５８３８号,平成8.9.20,大阪地判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,日産自動車事件,地位確認及び賃金支払並びに損害賠償請求事件,2,28224260,平成２１年（ワ）２２１４号,平成26.3.25,横浜地判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,日産自動車村山工場事件,仲介手数料請求、損害賠償等請求事件,1,27800166,昭和５６年（ワ）２４２３号／昭和５７年（ワ）５０９号／昭和５７年（ワ）９４２号／昭和５６年（ワ）２１３０号,昭和61.3.20,横浜地判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,旭川市国民健康保険条例事件,国民健康保険料賦課処分取消等請求事件,2,28030805,平成７年（行ウ）１号／平成７年（行ウ）２号／平成８年（行ウ）５号,平成10.4.21,旭川地判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,旭川市国民健康保険条例事件,国民健康保険料賦課処分取消等請求控訴、同附帯控訴事件,1,28050156,平成１０年（行コ）８号／平成１０年（行コ）１２号,平成11.12.21,札幌高判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,東洋シート事件,組合費請求事件,8,27490758,昭和５５年（ワ）１５９号,昭和59.2.29,広島地判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,東海旅客鉄道事件,出向命令差止仮処分申立事件,1,28019269,平成６年（ヨ）１５４５号,平成6.8.10,大阪地決,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,棋譜情報配信事件,不正競争行為差止等請求控訴・同附帯控訴事件,1,28330446,令和６年（ネ）３３８号／令和６年（ネ）１２１７号,令和7.1.30,大阪高判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,渉外家事事件,子の返還決定に対する抗告事件,9,28300189,令和３年（ラ）１６７号,令和3.5.26,大阪高決,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,渉外家事事件,間接強制決定に対する抗告審の取消決定に対する許可抗告事件,1,28301578,令和３年（許）８号,令和4.6.21,最高三小決,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,渉外家事事件,預金返還請求・独立当事者参加申出控訴事件、同附帯控訴事件,1,28282828,平成３０年（ネ）８５２号／平成３０年（ネ）１５５３号,平成30.10.23,大阪高判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,渉外家事事件,子の返還申立却下決定に対する抗告事件,5,28270015,平成２８年（ラ）１２６２号,平成29.2.24,大阪高決,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,渉外家事事件,総会決議無効確認請求控訴事件,8,28173907,平成２２年（ラ）３１１号,平成22.10.25,福岡高決,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,渉外家事事件,住居侵入、窃盗、強盗保護事件の保護処分決定に対する抗告事件,1,28167543,平成２２年（く）２７号,平成22.2.12,東京高決,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,熊本ねずみ講事件,贈与税、所得税課税処分取消請求事件,1,21080241,昭和５３年（行ウ）７号,昭和59.2.27,熊本地判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,租税訴訟,法人税青色申告承認取消処分取消請求控訴事件,1,28321346,令和５年（行コ）３号,令和5.6.30,福岡高判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,租税訴訟,法人税青色申告承認取消処分取消請求事件,2,28310259,令和３年（行ウ）２９号,令和4.12.14,福岡地判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,租税訴訟,時間外労働割増賃金等請求事件,3,28333050,平成３１年（ワ）２７０４号,令和1.10.25,大阪地判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,租税訴訟,損害補償請求控訴事件,1,28240065,平成２７年（ネ）４０２５号,平成27.12.2,東京高判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,過去事例から学ぶ税務訴訟,国道２号線道路公害差止・損害賠償請求控訴事件,1,28220819,平成２２年（ネ）３２０号,平成26.1.29,広島高判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,過去事例から学ぶ税務訴訟,組合長選挙無効確認等請求事件,1,28180941,平成２３年（ワ）１４７１号,平成24.1.24,東京地判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,過去事例から学ぶ税務訴訟,難民不認定処分取消等請求事件（１２号）、退去強制令書発付処分取消請求事件（５７号）,1,28081542,平成１２年（行ウ）１２号／平成１２年（行ウ）５７号,平成14.9.20,大阪地判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,過去事例から学ぶ税務訴訟,法人税更正請求棄却処分取消請求事件,1,22000570,昭和５６年（行ウ）２３号,昭和60.7.3,横浜地判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,長崎生コンクリート事件,不当利得金返還請求控訴、同附帯控訴事件,5,27805311,昭和６３年（ネ）２５０号／昭和６３年（ネ）４５４号,平成1.1.30,福岡高判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,阪神バス事件,義務不存在確認仮処分申立事件,1,28182388,平成２４年（ヨ）１３号,平成24.4.9,神戸地尼崎支決,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,高山労基署長事件,労働者災害補償給付に関する処分取消請求控訴事件,1,27613409,昭和６０年（行コ）７号,昭和61.5.19,名古屋高判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,高山労基署長事件,遺族給付金等不支給処分取消し請求事件,1,28100931,平成１５年（行ウ）２９号,平成17.4.21,岐阜地判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,みちのく銀行事件,地位確認等請求事件,1500,28101601,平成７年（ワ）１００号／平成１４年（ワ）９７号,平成17.3.25,青森地判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,第1事件,損害賠償請求事件,36439,28162519,平成２０年（受）４９４号／平成２０年（受）４９５号,平成22.9.13,最高一小判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,第1事件,審決取消請求事件,6967,28292348,令和２年（ラ）１７号,令和2.6.11,仙台高決,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,Winny事件,著作権法違反被告事件,25,28105040,平成１５年（わ）２０１８号,平成16.11.30,京都地判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,オリエンタルモーター事件,損害賠償請求控訴事件,5262,28224550,昭和５７年（行ト）３号,昭和57.8.10,最高二小決,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,オリエンタルモーター事件,不当労働行為救済命令取消請求控訴事件,138,27808940,平成２年（行コ）２８号／平成２年（行コ）２６号,平成2.11.21,東京高判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ダイハツ工業事件,損害賠償請求事件,36439,27613265,昭和５９年（ラ）６３号,昭和59.4.9,大阪高決,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,テレビ西日本事件,不当労働行為救済命令取消請求事件,361,27613444,昭和６１年（行ウ）１号,昭和61.11.25,福岡地判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,テレビ西日本事件,損害賠償請求控訴事件,5262,28224855,平成２４年（ネ）２９３号,平成24.10.29,福岡高判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,三菱重工長崎造船所事件,賃金請求控訴事件,74,27828224,平成１年（ネ）１９３号,平成7.4.20,福岡高判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,不動産競売事件,損害賠償請求事件,36439,28080431,平成１２年（ワ）１５０６号,平成14.7.26,京都地判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,不動産競売事件,損害賠償請求控訴事件,5262,28171736,平成２２年（ネ）１６５８号,平成22.9.16,大阪高判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,中倉陸運事件,地位確認等請求事件,1500,28320161,令和３年（ワ）６０６号,令和5.3.9,京都地判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,佐川急便ほか事件,損害賠償請求事件,36439,28162998,平成２０年（ワ）７４８号,平成22.4.20,仙台地判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,佐川急便ほか事件,損害賠償請求控訴事件,5262,28170487,平成２２年（ネ）３０５号,平成22.12.8,仙台高判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,倉田学園事件,損害賠償請求事件,36439,27613322,昭和５７年（ヨ）１０４号,昭和59.12.27,高松地決,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,倉田学園事件,地位確認等請求事件,1500,27980304,昭和６１年（ワ）４６４号,平成2.5.10,高松地判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,倉田学園事件,地位確認等請求事件,1500,27980304,昭和６１年（ワ）４６４号,平成2.5.10,高松地決,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,債権者代位訴訟,慰謝料等請求事件,221,28221896,平成２４年（モ）４７号,平成24.9.4,福井地決,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,八ッ橋事件,不正競争行為差止等請求控訴事件,97,28291121,令和２年（ネ）１５６８号,令和3.3.11,大阪高判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,公立八鹿病院組合ほか事件,損害賠償請求事件,36439,28222505,平成２２年（ワ）４５１号,平成26.5.26,鳥取地米子支判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,公立八鹿病院組合ほか事件,損害賠償請求控訴事件,5262,28231433,平成２６年（ネ）４７号,平成27.3.18,広島高松江支判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,共有物分割訴訟,共有物分割等請求事件,126,28214060,平成２２年（受）２３５５号,平成25.11.29,最高二小判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,北方ジャーナル事件,謝罪広告等請求事件,168,27423740,昭和５３年（ワ）３５９号,昭和56.9.3,旭川地判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,北方ジャーナル事件,審決取消請求事件,6967,27752844,昭和５６年（行ツ）１１３号,昭和56.10.2,最高二小判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,医療法人A病院事件,損害賠償請求控訴事件,5262,28330133,令和４年（ネ）１７１号,令和4.10.21,札幌高判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,同性婚訴訟,損害賠償請求控訴事件,5262,28321180,令和３年（ネ）１９４号,令和6.3.14,札幌高判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,名誉毀損事件,損害賠償請求事件,36439,29001561,昭和５７年（ワ）４５１３号,昭和58.3.23,大阪地判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,名誉毀損事件,謝罪広告等請求事件,168,27801278,昭和６０年（ワ）８５４７号,昭和63.2.15,東京地判,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,四天王寺国際仏教大学事件,地位保全金員支払仮処分申請事件,27,27802474,昭和６２年（ヨ）９４９号,昭和63.4.20,大阪地決,1,unique,,CONFLICT_needs_human,yes,CONFLICT_needs_human,yes
