case_name_normalized,court,date,variant_names,article_ids,n_articles,is_hanrei_hyoshaku,distinct_case_names,is_possibly_overmerged
野村證券損失補填株主代表訴訟,最高二小判,平成12.7.7,野村證券損失補填株主代表訴訟|必要的共同訴訟|野村證券事件|証券会社の損失補填に対する株主代表訴訟|野村證券株主代表訴訟|野村證券株主代表訴訟事件|野村證券損失補填株主代表訴訟事件|証券会社の損失補填に関する株主代表訴訟|顧客に対して損失補填したことが取締役の義務に反するとして株主代表訴訟|複数の株主が共同して追行する株主代表訴訟|複数の株主が提起した株主代表訴訟|複数の株主が提起した株主代表訴訟において共同訴訟|野村証券損失補填代表訴訟|野村証券損失補填代表訴訟事件|野村證券損失補てん事件|野村證券損失補てん株主代表訴訟|野村証券損失補填株主代表訴訟,isbn:bj-161#p250|isbn:bj-169#p212|isbn:bj-199#p254|isbn:bj-201#p218|isbn:bj-226#p212|isbn:bj-234#p246|isbn:bj-265#p200|issn:0018-2818#v126n1#p121|issn:0287-9956#103#p103.3|issn:0287-9956#1109#p61|issn:0289-1107#1572#p4|issn:0389-2220#245#p118|issn:0389-2220#389#p111|issn:0438-5896#1057#p73|issn:0439-3295#v45n9#p108|issn:0448-0791#1192#p220|issn:0448-0791#12#p91|issn:0485-7763#65#p155|ncid:AN00326923#2001#p116,19,0,2,true
固定資産の価格を過大に決定されたことによって損害を被った納税者が地方税法432条1項本文に基づく審査の申出及び同法434条1項に基づく取消訴訟,最高一小判,平成22.6.3,固定資産の価格を過大に決定されたことによって損害を被った納税者が地方税法４３２条１項本文に基づく審査の申出及び同法４３４条１項に基づく取消訴訟|冷凍倉庫固定資産税過重賦課事件|固定資産税の取消訴訟|違法な課税処分により損害を被った納税者が当該課税処分の取消訴訟|地方税法４３２条１項に基づく審査の申出及び同法４３４条１項に基づく取消訴訟|地方税法４３２条１項本文に基づく審査の申出及び同法４３４条１項に基づく取消訴訟|違法な課税で損害を被った納税者は取消訴訟|国賠請求訴訟|あらかじめ取消訴訟|違法な課税処分をめぐる国家賠償訴訟|固定資産の価格を過大に決定されたたことによって損害を被った納税者が地方税法４３２条１項本文に基づく審査の申出及び同法４３４条１項に基づく取消訴訟|行政処分相当額を損害とする国家賠償請求訴訟|固定資産の価格を過大に決定されたことによって損害を被った納税者の地方税法４３２条１項本文に基づく審査の申出及び同法４３４条１項に基づく取消訴訟|固定資産税等の課税処分の違法を理由とする国家賠償請求訴訟|固定資産の価格を過大に決定されたことによって損害を被った納税者が地方税法に基づく審査の申出および取消訴訟,isbn:最高裁判所判例解説――民事篇<平成22年度>(上)(1月~6月分)#p354|issn:0022-6815#v130n1#p267|issn:0287-8534#335#p4|issn:0287-8534#337#p103|issn:0287-8534#339#p29|issn:0287-8534#v43n11#p60|issn:0385-7468#37#p133|issn:0387-2874#v110n1#p175|issn:0389-0546#v95n3#p665|issn:0438-5896#22#p116|issn:0439-2892#161#p32|issn:0448-0791#1437#p113|issn:0448-0791#1437#p80|issn:0448-0791#84#p84.4|issn:1342-5056#v143n3#p60|ncid:AA12241495#269#p269.6|ncid:AA12241495#81#p81.7|ncid:AN00326923#626#p171|ncid:AN00327187#v64n9#p230,19,0,1,false
入会集団の一部の構成員が訴えの提起に同調しない構成員を被告に加えて構成員全員が訴訟,最高一小判,平成20.7.17,入会集団の一部の構成員が訴えの提起に同調しない構成員を被告に加えて構成員全員が訴訟|固有必要的共同訴訟|入会権確認訴訟|訴提起に同調しない者を被告として構成員全員が訴訟|構成員全員が訴訟|訴えの提起に同調しない構成員を被告に加えて構成員全員が訴訟|入会訴訟|馬毛島事件|原告側の固有必要的共同訴訟,isbn:bj-201#p210|isbn:bj-226#p204|isbn:bj-265#p192|isbn:最高裁判所判例解説――民事篇<平成20年度>#p404|issn:0385-7255#2009-03#p169|issn:0389-0538#v83n4#p156|issn:0389-2220#445#p29|issn:0438-5896#1333#p42|issn:0438-5896#21#p54|issn:0439-3295#v53n10#p124|issn:0448-0791#1399#p145|issn:0448-0791#20#p143|issn:0448-0791#218#p218.6|issn:0583-0362#2012-07#p85|issn:0912-1587#628#p2|issn:0916-9806#v62n9#p57|issn:1345-4544#20#p43|ncid:AN00326923#2009#p106|ncid:AN00327187#v63n5#p136,19,0,3,true
破産終結後における破産者の財産に関する訴訟,最高二小判,平成5.6.25,破産終結後における破産者の財産に関する訴訟|沼津交通事件|破産終結後の破産者の財産に関する訴訟|破産終結後における破産者の財産をめぐる訴訟,isbn:bj-134#p114|isbn:bj-165#p130|isbn:最高裁判所判例解説――民事篇<平成5年度>(下)(4月~12月分)#p656|isbn:民事訴訟法判例研究(学術選書)#p624|issn:0387-3420#v66n4#p107|issn:0389-0538#v67n8#p143|issn:0389-2220#161#p116|issn:0389-2220#163#p108|issn:0438-5896#6#p288|issn:0448-0791#1057#p86|issn:0448-0791#1062#p129|issn:0448-0791#2#p201|issn:0448-0791#5#p155.168|issn:0448-0791#5#p223|issn:1342-5056#1994-08#p896|ncid:AN00326923#1994#p150|ncid:AN00326923#444#p196|ncid:AN00327187#v47n1#p292|ncid:AN00327813#1338#p6,19,0,4,true
シュテーデル美術館事件,,,シュテーデル美術館事件,issn:0429-8411#2016-09#p65|issn:0429-8411#v58n2#p285|issn:0429-8411#v58n3#p463|issn:0429-8411#v58n4#p671|issn:0429-8411#v59n3#p421|issn:0429-8411#v60n1#p1|issn:0429-8411#v60n4#p531|issn:0429-8411#v61n3#p685|issn:0429-8411#v62n2#p427|issn:0429-8411#v62n3#p649|issn:0429-8411#v62n4#p911|issn:0429-8411#v63n1#p51|issn:0429-8411#v63n2#p393|issn:0429-8411#v63n3#p597|issn:0429-8411#v64n2#p459|issn:0429-8411#v64n3#p627|issn:0429-8411#v65n1#p99|issn:0429-8411#v65n3#p487|issn:0429-8411#v66n2#p391,19,0,1,false
スラップ訴訟,,,スラップ訴訟,issn:0385-034X#493#p32|issn:0386-3050#2018-03#p23|issn:0439-3295#v61n10#p15|issn:0439-3295#v61n10#p16|issn:0439-3295#v61n10#p24|issn:0439-3295#v61n10#p28|issn:0439-3295#v61n10#p34|issn:0439-3295#v61n10#p42|issn:0439-3295#v61n10#p45|issn:0439-3295#v65n1#p14|issn:0439-3295#v65n1#p19|issn:0439-3295#v65n1#p25|issn:0439-3295#v65n1#p31|issn:0439-3295#v65n1#p37|issn:0439-3295#v65n1#p7|issn:0439-3295#v65n1#p8|issn:0447-7480#v67n6#p126.11|ncid:AN00327813#1820#p16|ncid:AN00327813#2042#p6,19,0,1,false
地方裁判所にその管轄区域内の簡易裁判所の管轄に属する訴訟,最高二小判,平成20.7.18,地方裁判所にその管轄区域内の簡易裁判所の管轄に属する訴訟|旧長銀事件|長銀粉飾決算事件|長銀粉飾決算刑事事件|旧長銀刑事事件|いわゆる旧長銀粉飾決算事件|経済事件|長銀事件|長銀事件・日債銀事件|旧長銀粉飾決算事件,isbn:最高裁判所判例解説――民事篇<平成20年度>#p424|issn:0285-9378#130#p295|issn:0287-9956#184#p184.4|issn:0289-1107#1845#p26|issn:0386-5010#v37n1#p390|issn:0387-2874#v109n2#p49|issn:0387-2882#v75n4#p129|issn:0389-0538#v82n8#p181|issn:0389-0546#v85n2#p205|issn:0389-2220#399#p125|issn:0438-4997#2012-11#p257|issn:0438-5896#21#p196|issn:0910-5786#v42n4#p68|issn:2187-1302#24#p210|ncid:AN00326923#2009#p98|ncid:AN00326923#607#p168|ncid:AN00327187#v63n4#p177|ncid:AN00327540#733#p19,18,0,4,true
金銭債権の数量的一部請求訴訟,最高二小判,平成10.6.12,金銭債権の数量的一部請求訴訟|東京予防接種禍訴訟|明示的一部請求訴訟|金銭の一部請求訴訟|予防接種ワクチン禍事件|一部請求訴訟|予防接種ワクチン禍東京訴訟|東京予防接種禍集団訴訟|予防接種禍東京訴訟,isbn:最高裁判所判例解説――民事篇<平成10年度>(下)(6月~12月分)#p602|issn:0022-6815#v118n4#p624|issn:0287-9956#1057#p54|issn:0386-5711#59#p189|issn:0387-1592#v24n4#p105|issn:0387-3420#v70n11#p91|issn:0388-2578#452#p62|issn:0388-7340#v33n3#p82|issn:0389-2220#219#p51|issn:0389-2220#220#p132|issn:0448-0791#10#p122|issn:0448-0791#1141#p172|issn:0448-0791#2#p96.384|issn:0916-9806#v52n9#p56|issn:1342-5056#v120n6#p137|ncid:AN00326923#1999#p123|ncid:AN00326923#481#p187|ncid:AN00327187#v52n10#p236,18,0,3,true
ハンセン病国家賠償訴訟,熊本地判,平成13.5.11,ハンセン病国家賠償訴訟|ハンセン病訴訟|立法の不作為に対する違憲訴訟|ハンセン病訴訟熊本地裁判決および筑豊じん肺訴訟|立法不作為訴訟|戦後補償訴訟|違憲国家賠償請求事件,isbn:bj-183#p56|isbn:bj-187#p440|isbn:bj-218#p422|isbn:bj-219#p24|isbn:bj-246#p416|isbn:bj-258#p22|isbn:判例セレクト’01(月刊法学教室258別冊付録)#p3|issn:0009-6296#v108n11#p175|issn:0286-2654#2002-03#p1|issn:0286-9705#2005-09#p51|issn:0288-0466#54#p153|issn:0387-2882#v69n1#p117|issn:0389-0813#v36n2#p1|issn:0389-2220#251#p43|issn:0438-5896#1070#p115|issn:0448-0791#1210#p152|issn:0483-1330#277#p1|issn:1345-4544#6#p23,18,0,4,true
国労広島地本事件,最高三小判,昭和50.11.28,国労広島地本事件|ノボ・インダストリー事件|勧告審決取消訴訟|勧告審決の名宛人以外の者の審決取消訴訟|天野・ノボ事件|天野製薬・ノボインダストリー事件|国労四国地本事件,isbn:bj-101#p116|isbn:bj-131#p314|isbn:bj-134#p166|isbn:bj-141#p230|isbn:bj-141#p238|isbn:bj-141#p78|isbn:bj-155#p320|isbn:bj-161#p224|isbn:bj-161#p232|isbn:bj-165#p188|isbn:bj-187#p328|isbn:bj-197#p178|isbn:bj-199#p188|isbn:bj-218#p320|isbn:bj-230#p172|isbn:bj-246#p314|isbn:bj-257#p174|issn:0387-1878#140#p140.2,18,0,5,true
朝日放送事件,最高三小判,平成7.2.28,朝日放送事件|選挙人名簿不登録処分異議申出却下決定取消請求事件|定住外国人選挙権訴訟|近畿地区労働組合対朝日放送事件|定住外国人地方参政権訴訟,isbn:bj-134#p10|isbn:bj-165#p10|isbn:bj-197#p10|isbn:bj-230#p10|isbn:bj-257#p10|issn:0387-1878#672#p6|issn:0387-1878#929#p94|issn:0387-3420#v67n12#p79|issn:0387-3617#161#p108|issn:0389-2220#179#p110|issn:0389-2220#348#p49|issn:0439-3295#v40n6#p82|issn:0439-3295#v43n5#p73|issn:0448-0791#1075#p147|ncid:AN00326923#441#p159|ncid:AN00327813#1363#p6|ncid:AN00327813#1367#p31|ncid:AN00327813#1954#p30,18,0,3,true
川崎民商事件,,昭和47.11.22,川崎民商事件|小売市場事件|憲法３５条・３８条との関係・川崎民商事件|小売市場規制違憲上告事件,isbn:bj-130#p186|isbn:bj-131#p248|isbn:bj-154#p200|isbn:bj-155#p260|isbn:bj-178#p208|isbn:bj-186#p204|isbn:bj-187#p264|isbn:bj-217#p203|isbn:bj-218#p258|isbn:bj-245#p196|isbn:bj-246#p252|isbn:bj-273#p186|isbn:bj-95#p210|isbn:憲法の基本判例(別冊法学教室基本判例シリーズ1)#p146|isbn:憲法訴訟(法学セミナー増刊)#p81|isbn:憲法訴訟(法学セミナー増刊)#p84|issn:0389-2220#320#p100|issn:0448-0791#3#p47,18,0,2,true
箕面忠魂碑・慰霊祭訴訟,大阪高判,昭和62.7.16,箕面忠魂碑・慰霊祭訴訟|債務不存在確認請求と手形訴訟|箕面市忠魂碑・慰霊祭訴訟|手形債務不存在確認訴訟|手形債務不存在確認訴訟係属中に提起されたその手形金請求手形訴訟|手形債務不存在確認訴訟係属中に提起されたその手形金請求手形訴訟は二重訴訟|箕面忠魂碑訴訟|手形金債務不存在確認訴訟|手形金債務不存在確認訴訟係属中においても手形訴訟|箕面忠魂碑事件|箕面市忠魂碑問題訴訟|手形訴訟|箕面忠魂碑・慰霊祭違憲訴訟,isbn:bj-109#p46|isbn:bj-201#p80|isbn:bj-226#p80|isbn:判例セレクト’87(月刊法学教室89別冊付録)#p14|issn:0286-1054#v22n9#p30|issn:0387-3420#v59n12#p75|issn:0389-2220#86#p100|issn:0438-5896#63#p278|issn:0439-3295#v33n2#p95|issn:0439-3295#v35n2#p117|issn:0448-0791#62#p14|issn:0448-0791#894#p88|issn:0448-0791#959#p113|issn:0493-4067#1323#p88|ncid:AN00326923#350#p156|ncid:AN00326923#351#p164|ncid:AN00326923#352#p2,17,0,3,true
JASRAC事件,東京高判,平成25.11.1,ＪＡＳＲＡＣ事件|ＪＡＳＲＡＣ事件審決取消訴訟|審決取消訴訟|ＪＡＳＲＡＣ私的独占事件|日本音楽著作権協会事件|ＪＡＳＲＡＣ排除型私的独占事件|排除措置命令取消審決に対して競業者は取消訴訟|ＪＡＳＲＡＣ審決取消訴訟|ＪＡＳＲＡＣ事件審決取消請求訴訟|ＪＡＳＲＡＣ東京高裁判決と審決取消訴訟|公正取引委員会審決取消訴訟,isbn:bj-234#p222|issn:0287-5209#v92n11#p125|issn:0287-7511#v42n1#p67|issn:0287-7511#v42n2#p225|issn:0287-9670#1015#p15|issn:0287-9670#1017#p36|issn:0287-9670#1031#p71|issn:0389-2220#402#p64|issn:0425-6247#760#p11|issn:0448-0791#1464#p4|issn:0448-0791#1470#p79|issn:0448-0791#25#p252|issn:0448-0791#9#p88|issn:1340-847X#v64n9#p1343|issn:1342-5056#2014-08#p27|issn:1346-812X#63#p72|ncid:AN00326923#673#p132,17,0,2,true
米国法人がウェブサイトに掲載した記事による名誉等の毀損を理由とする不法行為に基づく損害賠償請求訴訟,最高一小判,平成28.3.10,米国法人がウェブサイトに掲載した記事による名誉等の毀損を理由とする不法行為に基づく損害賠償請求訴訟|における外国訴訟|ウェブサイトに記事を掲載した米国法人に対する名誉毀損訴訟|国際訴訟|米国法人がウェブサイトに掲載した記事による名誉毀損に基づく損害賠償請求訴訟|米国法人ウェブサイトの掲載記事による名誉等毀損を理由とする不法行為訴訟|インターネット上のウェブサイトに記事を掲載した米国法人に対する名誉・信用毀損訴訟|米法人のウェブサイト掲載記事による名誉毀損に基づく損害賠償請求訴訟|個人情報一部不開示決定の取消訴訟,isbn:bj-241#p250|isbn:最高裁判所判例解説――民事篇<平成28年度>#p234|issn:0287-5209#v95n6#p117|issn:0287-7511#v44n8#p1160|issn:0386-3042#v64n1#p11|issn:0386-3042#v70n6#p52|issn:0389-0538#v90n6#p97|issn:0448-0791#1501#p88|issn:0448-0791#275#p275|issn:0448-0791#28#p146|issn:0448-0791#28#p313|issn:1341-1179#v2160n6#p67|issn:1342-5056#v153n4#p45|ncid:AA12241495#299#p299.2|ncid:AN00326923#2017#p130|ncid:AN00326923#698#p153|ncid:AN00327187#v69n8#p289,17,0,4,true
固有必要的共同訴訟,最高三小判,平成22.3.16,固有必要的共同訴訟|相続権確認請求訴訟|甲の被告乙及び丙に対する訴えが固有必要的共同訴訟|相続権不存在確認訴訟|相続権不存在確認訴訟における固有必要的共同訴訟|固有必要的共同訴訟たる相続権不存在確認訴訟|もみじ銀行事件,isbn:最高裁判所判例解説――民事篇<平成22年度>(上)(1月~6月分)#p146|issn:0287-9956#28#p28.4|issn:0389-0538#v86n9#p65|issn:0438-5896#1343#p48|issn:0438-5896#22#p222|issn:0439-2892#159#p103|issn:0439-3295#v56n4#p150|issn:0448-0791#1422#p119|issn:0448-0791#22#p167|issn:0448-0791#238#p238.4|issn:1342-5056#v143n2#p69|ncid:AA1115468X#2010#p30|ncid:AA12241495#101#p101.8|ncid:AA12241495#149#p149.5|ncid:AN00326923#2011#p106.65|ncid:AN00327187#165#p24|ncid:AN00327187#v64n12#p215,17,0,2,true
国道43号線訴訟,最高二小判,平成7.7.7,国道４３号線訴訟|国道４３号線公害訴訟|国道４３号・阪神高速道路騒音排気ガス規制等請求事件|自動車騒音・振動を理由とする損害賠償請求および道路規制等請求事件|国道４３号線訴訟事件|国道４３号・阪神高速道路事件|道路公害の事例における国家賠償法２条１項に基づく損害賠償請求および差止請求事件,isbn:bj-171#p112|isbn:bj-206#p100|isbn:bj-224#p212|isbn:bj-238#p222|isbn:bj-240#p58|isbn:bj-263#p202|issn:0022-6815#v115n7#p1017|issn:0287-0509#343#p55|issn:0287-0509#351#p68|issn:0287-9670#590#p64|issn:0387-3420#v67n11#p12|issn:0387-3617#163#p82|issn:0387-3617#164#p100|issn:0448-0791#1081#p102|issn:0448-0791#1081#p70|issn:0448-0791#7#p38|ncid:AN00326923#1996#p74,17,0,2,true
神奈川県臨時特例企業税条例事件,最高一小判,平成25.3.21,神奈川県臨時特例企業税条例事件|神奈川県臨時特例企業税事件|神奈川県臨時特例企業税通知処分取消等請求事件|過去事例から学ぶ税務訴訟|租税訴訟|神奈川県企業税訴訟,isbn:bj-246#p434|issn:0387-2882#2013-12#p111|issn:0389-2220#395#p44|issn:0389-2220#464#p35|issn:0439-3295#v58n7#p109|issn:0448-0791#1456#p8|issn:0910-5786#v45n8#p34|issn:0913-5278#v61n6#p129|issn:0913-5278#v61n8#p151|issn:0914-2347#54#p165|issn:0916-4537#v61n4#p45|issn:0916-9806#v66n5#p60|issn:1882-059X#115#p58|ncid:AN00080095#v61n6#p100|ncid:AN00080095#v69n2#p176|ncid:AN00126094#v64n6#p2|ncid:AN00326923#663#p146,17,0,3,true
メトロコマース事件,最高三小判,令和2.10.13,メトロコマース事件|大阪医科薬科大学事件|大阪医科薬科大学事件・メトロコマース事件|労契法２０条日本郵便事件|学校法人大阪医科薬科大学事件,issn:0286-0821#339#p12|issn:0286-0821#339#p19|issn:0286-0821#339#p2.3|issn:0387-1878#1228#p5|issn:0387-3420#v92n13#p4|issn:0387-3420#v93n7#p114|issn:0448-0791#1552#p4|issn:0448-0791#1555#p54|issn:0448-0791#1556#p115|issn:0448-0791#2#p184.231|issn:1341-9498#v21n3#p40|issn:1341-9498#v21n4#p30|ncid:AA11504883#v21n2#p17|ncid:AN00326923#760#p159|ncid:AN00327187#207#p20|ncid:AN00327813#1974#p10|ncid:AN00327813#1974#p6.3,17,1,3,true
東亜ペイント事件,最高二小判,昭和61.7.14,東亜ペイント事件|岩手女子高校事件,isbn:bj-101#p38|isbn:bj-118#p210|isbn:bj-134#p66|isbn:bj-165#p76|isbn:bj-197#p138|isbn:bj-230#p126|isbn:bj-257#p126|issn:0386-0620#142#p92|issn:0386-0639#69#p119|issn:0387-1878#270#p270.3|issn:0387-1878#422#p422|issn:0387-1878#922#p94|issn:0389-2220#344#p111|issn:0448-0791#61#p206|ncid:AN00326923#335#p211|ncid:AN00327813#1152#p47|ncid:AN00327813#1966#p36,17,0,2,true
東京都管理職選考受験資格確認等請求事件,,平成17.1.26,東京都管理職選考受験資格確認等請求事件|東京都管理職事件|東京都管理職選考試験事件|東京都管理職選考受験拒否訴訟|東京都管理職選考受験資格訴訟|東京都管理職選考受験資格訴訟上告事件|東京都管理職選考受験拒否事件|いわゆる東京都管理職選考受験資格訴訟|東京都管理職選考受験訴訟|東京都管理職受験拒否事件|東京都管理職受験拒否事件訴訟|外国人東京都管理職選考受験資格訴訟|外国人公務員東京都管理職選考受験訴訟|在日外国人公務員東京都管理職選考受験資格確認等請求事件|外国人公務員東京都管理職選考受験事件,|isbn:bj-215#p136|isbn:bj-266#p126|issn:0386-5010#v29n4#p177|issn:0387-2866#v159n6#p90|issn:0387-3420#v77n13#p332|issn:0387-3617#281#p96|issn:0389-2220#337#p59|issn:0437-648X#v55n1#p106|issn:0439-3295#v51n3#p10|issn:0448-0791#17#p13|issn:0916-9806#v58n11#p70|issn:1343-9596#11#p123|issn:1345-8094#6#p93|issn:1348-8473#25#p271|ncid:AA1115468X#2005#p5,16,0,0,false
